标题：Afghanistan 	 数量： 1 	 词：Regex:Languages:fa-AF,ps,uz-AF,tkNeighbours:TMCNIRTJPKUZEdit 	 链接：http://example.webscraping.com/places/default/view/Afghanistan-1 
标题：American Samoa 	 数量： 1 	 词：Regex:Languages:en-AS,sm,toNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/American-Samoa-5 
标题：Andorra 	 数量： 1 	 词：Regex:^(?:AD)*(\d{3})$Languages:caNeighbours:ESFREdit 	 链接：http://example.webscraping.com/places/default/view/Andorra-6 
标题：Afghanistan 	 数量： 1 	 词：Regex:Languages:fa-AF,ps,uz-AF,tkNeighbours:TMCNIRTJPKUZEdit 	 链接：http://example.webscraping.com/places/default/view/Afghanistan-1 
标题：Aland Islands 	 数量： 1 	 词：Regex:^(?:FI)*(\d{5})$Languages:sv-AXNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Aland-Islands-2 
标题：Albania 	 数量： 1 	 词：Regex:Languages:sq,elNeighbours:MKGRCSMERSXKEdit 	 链接：http://example.webscraping.com/places/default/view/Albania-3 
标题：Algeria 	 数量： 1 	 词：Regex:^(\d{5})$Languages:ar-DZNeighbours:NEEHLYMRTNMAMLEdit 	 链接：http://example.webscraping.com/places/default/view/Algeria-4 
标题：American Samoa 	 数量： 1 	 词：Regex:Languages:en-AS,sm,toNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/American-Samoa-5 
标题：Andorra 	 数量： 1 	 词：Regex:^(?:AD)*(\d{3})$Languages:caNeighbours:ESFREdit 	 链接：http://example.webscraping.com/places/default/view/Andorra-6 
标题：Angola 	 数量： 1 	 词：Regex:Languages:pt-AONeighbours:CDNAZMCGEdit 	 链接：http://example.webscraping.com/places/default/view/Angola-7 
标题：Afghanistan 	 数量： 1 	 词：Regex:Languages:fa-AF,ps,uz-AF,tkNeighbours:TMCNIRTJPKUZEdit 	 链接：http://example.webscraping.com/places/default/view/Afghanistan-1 
标题：Aland Islands 	 数量： 1 	 词：Regex:^(?:FI)*(\d{5})$Languages:sv-AXNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Aland-Islands-2 
标题：Albania 	 数量： 1 	 词：Regex:Languages:sq,elNeighbours:MKGRCSMERSXKEdit 	 链接：http://example.webscraping.com/places/default/view/Albania-3 
标题：Algeria 	 数量： 1 	 词：Regex:^(\d{5})$Languages:ar-DZNeighbours:NEEHLYMRTNMAMLEdit 	 链接：http://example.webscraping.com/places/default/view/Algeria-4 
标题：American Samoa 	 数量： 1 	 词：Regex:Languages:en-AS,sm,toNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/American-Samoa-5 
标题：Andorra 	 数量： 1 	 词：Regex:^(?:AD)*(\d{3})$Languages:caNeighbours:ESFREdit 	 链接：http://example.webscraping.com/places/default/view/Andorra-6 
标题：Angola 	 数量： 1 	 词：Regex:Languages:pt-AONeighbours:CDNAZMCGEdit 	 链接：http://example.webscraping.com/places/default/view/Angola-7 
标题：Anguilla 	 数量： 1 	 词：Regex:Languages:en-AINeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Anguilla-8 
标题：Afghanistan 	 数量： 1 	 词：Regex:Languages:fa-AF,ps,uz-AF,tkNeighbours:TMCNIRTJPKUZEdit 	 链接：http://example.webscraping.com/places/default/view/Afghanistan-1 
标题：Aland Islands 	 数量： 1 	 词：Regex:^(?:FI)*(\d{5})$Languages:sv-AXNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Aland-Islands-2 
标题：Albania 	 数量： 1 	 词：Regex:Languages:sq,elNeighbours:MKGRCSMERSXKEdit 	 链接：http://example.webscraping.com/places/default/view/Albania-3 
标题：Algeria 	 数量： 1 	 词：Regex:^(\d{5})$Languages:ar-DZNeighbours:NEEHLYMRTNMAMLEdit 	 链接：http://example.webscraping.com/places/default/view/Algeria-4 
标题：American Samoa 	 数量： 1 	 词：Regex:Languages:en-AS,sm,toNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/American-Samoa-5 
标题：Andorra 	 数量： 1 	 词：Regex:^(?:AD)*(\d{3})$Languages:caNeighbours:ESFREdit 	 链接：http://example.webscraping.com/places/default/view/Andorra-6 
标题：Angola 	 数量： 1 	 词：Regex:Languages:pt-AONeighbours:CDNAZMCGEdit 	 链接：http://example.webscraping.com/places/default/view/Angola-7 
标题：Anguilla 	 数量： 1 	 词：Regex:Languages:en-AINeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Anguilla-8 
标题：Antarctica 	 数量： 1 	 词：Regex:Languages:Neighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Antarctica-9 
标题：Afghanistan 	 数量： 1 	 词：Regex:Languages:fa-AF,ps,uz-AF,tkNeighbours:TMCNIRTJPKUZEdit 	 链接：http://example.webscraping.com/places/default/view/Afghanistan-1 
标题：Aland Islands 	 数量： 1 	 词：Regex:^(?:FI)*(\d{5})$Languages:sv-AXNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Aland-Islands-2 
标题：Albania 	 数量： 1 	 词：Regex:Languages:sq,elNeighbours:MKGRCSMERSXKEdit 	 链接：http://example.webscraping.com/places/default/view/Albania-3 
标题：Algeria 	 数量： 1 	 词：Regex:^(\d{5})$Languages:ar-DZNeighbours:NEEHLYMRTNMAMLEdit 	 链接：http://example.webscraping.com/places/default/view/Algeria-4 
标题：American Samoa 	 数量： 1 	 词：Regex:Languages:en-AS,sm,toNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/American-Samoa-5 
标题：Andorra 	 数量： 1 	 词：Regex:^(?:AD)*(\d{3})$Languages:caNeighbours:ESFREdit 	 链接：http://example.webscraping.com/places/default/view/Andorra-6 
标题：Angola 	 数量： 1 	 词：Regex:Languages:pt-AONeighbours:CDNAZMCGEdit 	 链接：http://example.webscraping.com/places/default/view/Angola-7 
标题：Anguilla 	 数量： 1 	 词：Regex:Languages:en-AINeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Anguilla-8 
标题：Antarctica 	 数量： 1 	 词：Regex:Languages:Neighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Antarctica-9 
标题：Antigua and Barbuda 	 数量： 1 	 词：Regex:Languages:en-AGNeighbours:Edit 	 链接：http://example.webscraping.com/places/default/view/Antigua-and-Barbuda-10 
